# Constructed from biom file
#OTU ID	PUF-IPEX-3	PUF-BOU-7	PUF-MBO-4	PUF-BOT-3	CTRL-neg-extraction-PUF	PUF-BOT-10	PUF-JD-10	PUF-IPEX-1	PUF-IPEX-8	PUF-JD14
589974931988706a852f1bb2c5aa12dc	61.0	22.0	1151.0	1.0	0.0	0.0	109.0	0.0	5846.0	256.0
5f907557675481632654c893c4e319d5	60.0	7.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0
509601293428a905ac98259d992a33d4	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46887261dcfc9c9ed16c3d394da9675c	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86da7c5fa355c537016c0b5a771dd7eb	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
346bc70bbc56cc5fc46932accd608df6	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efe1ce8e8d1b9cdb5da01eb790e3abcc	52.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0
bd29633837bcc3003dd038eac7ec33ff	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	218.0
c1d3a60fd01c1a6a9e7caab084de0b3c	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7970c113788b8dd3c3d4ab8cd0cff958	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dece8419b8e4e1cc5d3a8bdc85038c21	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0
24c7b169fd1a4bbd0df611e175020c64	45.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
a3612a98863d0cb2a0423fb56a0bef70	43.0	43.0	246.0	72.0	34.0	243.0	60.0	23.0	55.0	168.0
aec35e427b95f1cbf2c6d6503e172a4f	42.0	5.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	95.0
87e30c3f3485f697a459ff0bff3ae47f	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
